日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2018-01-01,轻度污染,127,237,83,201,78,73,1.88,15
2018-01-02,轻度污染,109,231,69,167,60,61,1.47,12
2018-01-03,良,70,222,33,87,41,41,0.93,23
2018-01-04,良,84,298,55,104,43,44,1.11,18
2018-01-05,轻度污染,131,334,98,135,47,52,1.51,15
2018-01-06,轻度污染,108,267,80,113,41,47,1.29,23
2018-01-07,轻度污染,106,268,79,110,38,40,1.36,29
2018-01-08,优,46,82,14,45,6,10,0.55,70
2018-01-09,良,53,138,17,57,21,21,0.65,61
2018-01-10,优,44,86,13,43,7,17,0.50,70
2018-01-11,良,63,181,32,74,40,47,0.97,31
2018-01-12,轻度污染,107,310,75,138,70,74,1.76,11
2018-01-13,中度污染,161,322,122,193,106,87,2.26,10
2018-01-14,中度污染,195,341,152,222,113,85,2.39,20
2018-01-15,轻度污染,146,259,110,190,108,84,2.29,10
2018-01-16,轻度污染,129,241,73,201,65,54,1.24,41
2018-01-17,轻度污染,144,245,95,207,88,56,1.54,38
2018-01-18,轻度污染,135,233,93,183,148,79,2.12,12
2018-01-19,轻度污染,143,225,100,187,107,63,2.00,32
2018-01-20,良,91,153,57,128,85,70,1.32,22
2018-01-21,中度污染,178,292,137,219,181,85,2.50,19
2018-01-22,良,72,166,31,92,10,26,0.58,64
2018-01-23,良,64,155,28,75,26,37,0.85,38
2018-01-24,良,62,193,29,73,36,49,0.81,30
2018-01-25,良,96,327,66,113,46,56,1.16,26
2018-01-26,重度污染,208,367,159,199,48,69,1.89,16
2018-01-27,中度污染,186,363,142,199,87,65,1.89,13
2018-01-28,轻度污染,131,322,90,148,69,37,1.27,41
2018-01-29,良,60,143,25,68,30,34,0.82,45
2018-01-30,良,77,162,49,98,82,49,1.29,31
2018-01-31,良,70,130,35,87,29,31,0.87,49
2018-02-01,良,88,207,53,124,66,48,1.26,32
2018-02-02,良,51,56,14,53,5,14,0.66,63
2018-02-03,良,59,129,27,66,26,39,1.04,35
2018-02-04,良,66,164,32,81,36,42,1.13,33
2018-02-05,良,74,225,45,94,55,52,1.25,28
2018-02-06,良,71,176,40,90,40,51,1.13,32
2018-02-07,良,67,99,25,82,17,35,0.79,48
2018-02-08,轻度污染,107,266,69,148,110,65,1.39,22
2018-02-09,重度污染,203,323,90,293,31,31,0.86,60
2018-02-10,良,92,193,27,132,4,11,0.49,74
2018-02-11,良,72,136,17,93,5,10,0.48,73
2018-02-12,良,53,66,16,55,13,14,0.51,72
2018-02-13,良,80,208,55,90,114,44,1.29,48
2018-02-14,良,63,105,38,74,36,34,0.93,53
2018-02-15,良,99,263,71,105,99,40,1.38,55
2018-02-16,中度污染,192,301,152,197,102,45,1.81,61
2018-02-17,轻度污染,123,272,92,118,71,47,1.55,43
2018-02-18,中度污染,190,343,148,189,106,54,2.04,48
2018-02-19,轻度污染,133,331,100,145,82,44,1.50,60
2018-02-20,中度污染,182,354,141,186,37,30,1.63,82
2018-02-21,良,58,205,29,58,18,19,0.75,78
2018-02-22,良,62,203,31,72,39,36,1.03,61
2018-02-23,良,74,245,39,96,48,45,0.99,53
2018-02-24,轻度污染,110,337,81,145,27,37,1.11,77
2018-02-25,轻度污染,114,336,85,147,80,63,1.37,49
2018-02-26,轻度污染,114,294,82,152,70,61,1.39,50
2018-02-27,中度污染,198,349,158,234,43,63,1.59,54
2018-02-28,严重污染,257,364,200,293,40,52,1.74,54
2018-03-01,良,79,239,29,105,34,40,0.84,56
2018-03-02,轻度污染,133,355,100,180,79,55,1.26,60
2018-03-03,轻度污染,141,330,105,176,75,51,1.43,73
2018-03-04,轻度污染,143,350,97,217,14,33,1.03,71
2018-03-05,中度污染,184,361,141,232,50,56,1.53,21
2018-03-06,中度污染,170,361,128,209,30,56,1.55,29
2018-03-07,轻度污染,107,343,68,133,41,36,0.94,52
2018-03-08,良,70,245,25,89,29,32,0.69,57
2018-03-09,轻度污染,118,326,84,175,86,68,1.30,45
2018-03-10,轻度污染,131,322,93,195,56,59,1.37,60
2018-03-11,中度污染,178,329,131,254,65,64,1.52,82
2018-03-12,中度污染,179,341,135,217,76,63,1.65,80
2018-03-13,轻度污染,138,327,104,197,62,76,1.56,61
2018-03-14,轻度污染,112,301,80,163,56,73,1.43,57
2018-03-15,轻度污染,143,322,64,234,19,38,0.94,57
2018-03-16,良,77,277,29,101,11,27,0.65,73
2018-03-17,良,74,273,50,82,10,43,0.95,40
2018-03-18,轻度污染,146,345,110,137,24,61,1.45,26
2018-03-19,良,90,272,61,95,16,42,0.82,70
2018-03-20,轻度污染,114,337,84,118,13,39,0.85,105
2018-03-21,轻度污染,111,342,81,131,48,53,1.19,65
2018-03-22,良,75,174,49,95,25,38,0.85,61
2018-03-23,良,82,170,51,109,40,53,1.06,55
2018-03-24,良,65,82,27,76,16,45,0.82,56
2018-03-25,良,80,180,48,102,39,59,1.01,64
2018-03-26,轻度污染,111,275,76,148,55,70,1.17,62
2018-03-27,轻度污染,120,313,62,187,49,64,1.04,49
2018-03-28,重度污染,229,349,90,333,28,53,1.07,61
2018-03-29,重度污染,246,357,65,355,10,26,0.79,99
2018-03-30,轻度污染,112,319,57,170,38,36,0.97,108
2018-03-31,轻度污染,108,277,61,164,40,40,0.98,89
2018-04-01,轻度污染,102,237,41,152,22,41,0.64,81
2018-04-02,中度污染,159,342,88,266,70,65,1.13,90
2018-04-03,中度污染,184,340,81,287,21,43,0.88,63
2018-04-04,良,86,274,30,120,8,31,0.68,40
2018-04-05,良,98,307,57,112,18,26,1.00,60
2018-04-05,良,98,307,57,112,18,26,1.00,60
2018-04-06,良,79,189,16,105,3,10,0.38,92
2018-04-07,良,80,253,29,107,39,42,0.93,64
2018-04-08,良,98,331,42,144,42,53,0.95,58
2018-04-09,轻度污染,123,330,66,193,37,65,0.97,61
2018-04-10,严重污染,345,357,162,500,5,27,0.43,86
2018-04-11,轻度污染,112,276,48,172,15,47,0.69,59
2018-04-12,轻度污染,124,349,71,195,18,43,0.81,78
2018-04-13,良,72,299,36,93,5,28,0.71,72
2018-04-14,严重污染,259,359,73,375,4,20,0.52,85
2018-04-15,良,94,265,33,136,17,51,0.77,64
2018-04-16,轻度污染,117,288,66,182,35,61,1.05,69
2018-04-17,轻度污染,128,329,75,204,39,64,1.04,82
2018-04-18,轻度污染,130,337,77,205,29,65,1.08,82
2018-04-19,中度污染,155,358,98,235,19,56,1.07,101
2018-04-20,轻度污染,107,298,52,145,13,34,0.80,125
2018-04-21,良,94,340,65,105,11,37,1.12,63
2018-04-22,优,36,21,11,29,4,26,0.86,71
2018-04-23,良,52,174,24,54,11,35,0.86,75
2018-04-24,良,60,234,26,68,16,36,0.73,65
2018-04-25,良,86,284,57,115,27,47,1.00,68
2018-04-26,轻度污染,103,315,62,148,29,55,0.97,65
2018-04-27,轻度污染,113,333,46,163,20,57,0.73,86
2018-04-28,轻度污染,127,327,67,181,31,60,0.99,108
2018-04-29,轻度污染,122,316,62,184,50,58,0.90,93
2018-04-30,轻度污染,139,350,76,226,15,43,0.72,98
2018-05-01,轻度污染,113,334,47,173,11,37,0.58,73
2018-05-02,良,62,193,15,69,6,27,0.34,81
2018-05-03,良,92,355,40,130,27,59,0.66,68
2018-05-04,轻度污染,113,351,57,165,34,54,0.80,94
2018-05-05,轻度污染,120,345,57,189,23,49,0.89,66
2018-05-06,中度污染,163,364,72,274,26,54,0.84,72
2018-05-07,轻度污染,114,357,50,175,32,42,0.87,97
2018-05-08,轻度污染,109,344,50,150,15,46,0.84,111
