日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2020-01-01,轻度污染,102,299,76,77,5,41,1.06,6
2020-01-02,良,80,171,59,39,4,37,1.11,4
2020-01-03,良,90,190,66,41,4,32,1.09,6
2020-01-04,轻度污染,150,259,113,74,4,37,1.13,9
2020-01-05,中度污染,164,318,124,104,7,47,1.50,6
2020-01-06,良,68,215,49,32,4,32,1.41,5
2020-01-07,优,28,49,19,17,4,30,1.44,33
2020-01-08,良,65,222,46,40,5,44,1.43,28
2020-01-09,优,41,74,29,21,3,27,0.89,26
2020-01-10,优,23,26,16,12,3,24,0.91,22
2020-01-11,良,57,178,41,29,4,25,0.83,32
2020-01-12,良,70,208,51,49,4,46,1.12,20
2020-01-13,良,56,121,40,46,5,37,1.00,30
2020-01-14,良,99,217,74,61,5,38,1.11,22
2020-01-15,良,68,153,50,30,3,32,1.23,24
2020-01-16,良,92,233,69,42,3,21,0.95,45
2020-01-17,良,73,173,53,37,3,27,0.84,49
2020-01-18,良,85,177,63,50,4,37,0.94,27
2020-01-19,轻度污染,114,269,86,68,6,35,1.21,49
2020-01-20,轻度污染,113,282,85,83,5,48,1.33,27
2020-01-21,良,89,207,66,63,6,38,1.20,31
2020-01-22,良,58,130,42,31,3,19,1.15,39
2020-01-23,良,53,142,37,26,3,18,1.24,39
2020-01-24,优,39,90,27,21,3,13,0.95,38
2020-01-25,良,68,196,49,40,3,10,1.25,50
2020-01-26,良,67,214,49,37,3,7,0.75,54
2020-01-27,良,75,220,55,44,3,8,0.84,68
2020-01-28,良,63,163,45,38,4,10,0.83,69
2020-01-29,良,70,206,51,46,5,13,0.86,63
2020-01-30,良,76,225,55,53,5,17,0.95,59
2020-01-31,良,73,199,53,52,5,17,0.99,64
2020-02-01,良,86,241,63,61,7,17,0.95,73
2020-02-02,轻度污染,124,338,94,74,4,15,1.08,47
2020-02-03,良,93,322,69,48,4,13,0.89,56
2020-02-04,良,69,263,50,40,4,17,0.90,53
2020-02-05,良,55,227,39,35,5,13,0.80,60
2020-02-06,优,36,170,25,18,3,8,0.83,53
2020-02-07,优,48,204,34,25,3,7,0.68,33
2020-02-08,优,44,140,30,23,4,7,0.69,50
2020-02-09,优,49,148,34,29,4,10,0.73,58
2020-02-10,良,57,189,40,37,6,18,1.02,29
2020-02-11,优,38,82,27,22,4,17,0.98,31
2020-02-12,优,50,162,35,30,4,26,1.52,18
2020-02-13,优,48,150,34,29,5,20,1.26,33
2020-02-14,优,36,159,25,24,5,9,0.79,51
2020-02-15,优,28,156,16,13,4,5,0.72,57
2020-02-16,优,24,104,12,20,4,4,0.48,70
2020-02-17,优,30,142,16,28,5,9,0.50,75
2020-02-18,优,35,126,24,30,6,16,0.63,73
2020-02-19,良,61,231,44,53,8,31,0.86,45
2020-02-20,良,70,193,51,57,6,26,0.86,57
2020-02-21,良,76,233,55,50,5,18,0.71,63
2020-02-22,良,70,241,51,42,4,22,0.76,42
2020-02-23,良,66,189,47,54,5,29,0.91,59
2020-02-24,良,55,121,39,50,7,19,0.82,78
2020-02-25,良,60,174,42,57,8,37,0.93,38
2020-02-26,轻度污染,145,362,110,78,4,15,1.15,43
2020-02-27,良,58,226,41,25,4,16,0.93,30
2020-02-28,优,21,40,14,10,3,13,0.67,24
2020-02-29,优,17,13,11,8,4,17,0.79,30
2020-03-01,良,53,213,37,31,4,13,0.83,56
2020-03-02,良,56,250,40,38,4,18,0.88,40
2020-03-03,优,26,55,18,13,4,12,0.79,55
2020-03-04,良,58,288,41,35,4,21,0.84,39
2020-03-05,良,65,296,47,41,5,30,0.91,41
2020-03-06,优,47,158,33,23,4,26,0.93,35
2020-03-07,优,44,108,31,22,4,31,1.05,16
2020-03-08,良,59,173,42,30,4,25,1.05,20
2020-03-09,良,52,203,37,27,4,13,0.92,69
2020-03-10,良,58,233,39,43,5,20,0.78,73
2020-03-11,良,67,243,47,62,7,43,0.97,38
2020-03-12,良,52,124,37,34,5,21,0.90,52
2020-03-13,良,73,291,53,64,6,27,0.95,51
2020-03-14,良,91,356,59,88,6,22,0.76,75
2020-03-15,良,75,323,41,100,7,49,0.79,54
2020-03-16,良,65,240,39,80,8,45,0.74,57
2020-03-17,良,90,343,66,78,7,38,0.86,38
2020-03-18,良,71,217,49,56,7,28,0.88,63
2020-03-19,良,67,222,47,65,11,36,0.91,71
2020-03-20,良,62,165,42,65,9,47,0.96,62
2020-03-21,优,49,113,32,50,10,29,0.92,52
2020-03-22,良,55,174,39,41,5,16,0.92,55
2020-03-23,轻度污染,116,365,87,89,7,21,1.02,63
2020-03-24,轻度污染,120,357,91,74,7,39,1.15,30
2020-03-25,良,56,181,39,35,7,18,0.93,49
2020-03-26,优,28,30,16,24,7,20,0.75,56
2020-03-27,优,19,31,11,9,4,14,0.67,41
2020-03-28,优,24,102,14,12,4,14,0.55,50
2020-03-29,优,19,43,12,10,4,18,0.62,45
2020-03-30,优,32,127,22,19,4,16,0.62,49
2020-03-31,优,44,171,31,27,4,26,0.67,36
2020-04-01,优,46,168,32,35,5,29,0.74,33
2020-04-02,良,58,238,41,42,5,43,0.84,16
2020-04-03,良,89,302,66,40,4,32,0.88,35
2020-04-04,良,100,323,74,58,6,26,0.80,69
2020-04-05,良,82,318,60,64,8,40,0.81,81
2020-04-06,良,92,331,68,76,8,44,0.86,94
2020-04-07,良,81,320,59,82,7,56,0.91,76
2020-04-08,良,80,316,57,86,9,58,0.96,76
2020-04-09,良,85,324,62,96,11,60,1.07,76
2020-04-10,良,92,327,68,85,10,53,0.91,50
2020-04-11,优,29,24,20,13,4,14,0.70,54
2020-04-12,良,54,178,38,37,6,26,0.67,92
2020-04-13,良,61,202,40,61,7,56,0.83,63
2020-04-14,良,57,140,35,62,9,55,0.85,67
2020-04-15,良,54,116,31,58,10,37,0.76,84
